rank,finalWorth,category,personName,age,country,city,source,selfMade,gender,lastName,firstName
1368,2200,Energy,Kai Wu,55,China,Ningde,Batteries,TRUE,M,Wu,Kai
1368,2200,Food & Beverage,Xu Yingzhuo,55,China,Guangzhou,Agribusiness,TRUE,M,Xu,Yingzhuo
1368,2200,Manufacturing,Yeung Kin-man,59,Hong Kong,Hong Kong,Electronics,TRUE,M,Yeung,Kin-man
1368,2200,Logistics,Huijiao Yu,57,China,Shanghai,Package delivery,TRUE,M,Yu,Huijiao
1368,2200,Finance & Investments,Oren Zeev,58,United States,Los Altos,Investments,TRUE,M,Zeev,Oren
1368,2200,Manufacturing,Clayton Zekelman,54,Canada,Windsor,Steel,FALSE,M,Zekelman,Clayton
1368,2200,Energy,Zhao Fenggang,57,China,Ningde,Batteries,TRUE,M,Zhao,Fenggang
1434,2100,Metals & Mining,Alex Beard,55,United Kingdom,London,"Mining, commodities",TRUE,M,Beard,Alex
1434,2100,Food & Beverage,Travis Boersma,52,United States,Grants Pass,Coffee,TRUE,M,Boersma,Travis
1434,2100,Construction & Engineering,Martin Bouygues,0,France,Paris,"Construction, media",FALSE,M,Bouygues,Martin
1434,2100,Construction & Engineering,Olivier Bouygues,72,Blank,Blank,"Construction, media",FALSE,M,Bouygues,Olivier
1434,2100,Gambling & Casinos,William Boyd & family,91,United States,Las Vegas,"Casinos, banking",TRUE,M,Boyd,William
1434,2100,Food & Beverage,Anand Burman,70,India,Delhi,Consumer goods,FALSE,M,Burman,Anand
1434,2100,Manufacturing,Cao Ji,71,China,Hangzhou,Manufacturing,TRUE,M,Cao,Ji
1434,2100,Technology,Bruce Cheng,86,Taiwan,Taipei,Electronics,TRUE,M,Cheng,Bruce
1434,2100,Technology,Chi Yufeng,52,China,Beijing,Software,FALSE,M,Chi,Yufeng
1434,2100,Energy,Daniel Chiu,62,Hong Kong,Hong Kong,Oil & gas,TRUE,M,Chiu,Daniel
1434,2100,Healthcare,Beda Diethelm,82,Switzerland,Zurich,Hearing aids,TRUE,M,Diethelm,Beda
1434,2100,Fashion & Retail,Domenico Dolce,64,Italy,Milan,Luxury goods,TRUE,M,Dolce,Domenico
1434,2100,Technology,Ralph Dommermuth,59,Germany,Montabaur,Internet service provider,TRUE,M,Dommermuth,Ralph
1434,2100,Diversified,Georgi Domuschiev,50,United Kingdom,London,"Animal health, investments",TRUE,M,Domuschiev,Georgi
1434,2100,Diversified,Kiril Domuschiev,53,United Kingdom,London,"Animal health, investments",TRUE,M,Domuschiev,Kiril
1434,2100,Real Estate,Bob Ell,78,Australia,Surfers Paradise,Real estate,TRUE,M,Ell,Bob
1434,2100,Energy,Paul Foster,65,United States,El Paso,Oil refining,TRUE,M,Foster,Paul
1434,2100,Fashion & Retail,Stefano Gabbana,60,Italy,Milan,Luxury goods,TRUE,M,Gabbana,Stefano
1434,2100,Manufacturing,Xingjiang Gao,59,China,Huzhou,Steel,TRUE,M,Gao,Xingjiang
1434,2100,Energy,Gordon Getty,89,United States,San Francisco,Getty Oil,FALSE,M,Getty,Gordon
1434,2100,Energy,Kamal Ghaffarian,64,United States,Naples,"Space, energy",TRUE,M,Ghaffarian,Kamal
1434,2100,Healthcare,Dennis Gillings,78,United States,Durham,Clinical trials,TRUE,M,Gillings,Dennis
1434,2100,Diversified,Harsh Goenka,65,India,Mumbai,Diversified,FALSE,M,Goenka,Harsh
1434,2100,Diversified,Sanjiv Goenka,62,India,Kolkata,Diversified,FALSE,M,Goenka,Sanjiv
1434,2100,Real Estate,Jane Goldman,67,United States,New York,Real estate,FALSE,F,Goldman,Jane
1434,2100,Fashion & Retail,Stein Erik Hagen,66,Norway,Oslo,Consumer goods,TRUE,M,Hagen,Stein Erik
1434,2100,Real Estate,Bahaa Hariri,56,Switzerland,Geneva,"Real estate, investments",FALSE,M,Hariri,Bahaa
1434,2100,Fashion & Retail,Hortensia Herrero,72,Spain,Valencia,Supermarkets,FALSE,F,Herrero,Hortensia
1434,2100,Diversified,Douglas Hsu,80,Taiwan,Taipei,Diversified,FALSE,M,Hsu,Douglas
1434,2100,Manufacturing,Huang Min,49,China,Suzhou,Machinery,TRUE,M,Huang,Min
1434,2100,Technology,Jared Isaacman,40,United States,Easton,Payment processing,TRUE,M,Isaacman,Jared
1434,2100,Technology,Eugene Kaspersky,57,Russia,Moscow,Software,TRUE,M,Kaspersky,Eugene
1434,2100,Fashion & Retail,Artem Khachatryan,48,Cyprus,Limassol,Retail,TRUE,M,Khachatryan,Artem
1434,2100,Food & Beverage,Andrei Krivenko,47,Russia,Moscow,Retail,TRUE,M,Krivenko,Andrei
1434,2100,Real Estate,Thomas Kwok,71,Hong Kong,Hong Kong,Real estate,FALSE,M,Kwok,Thomas
1434,2100,Manufacturing,Lam Wai-ying,0,Hong Kong,Hong Kong,Smartphone screens,TRUE,F,Lam,Wai-ying
1434,2100,Finance & Investments,Marc Lasry,62,United States,New York,Hedge funds,TRUE,M,Lasry,Marc
1434,2100,Finance & Investments,Christian Latouche & family,82,France,Lyon,Accounting services,TRUE,M,Latouche,Christian
1434,2100,Sports,Theodore Leonsis,67,United States,Bethesda,Sports teams,TRUE,M,Leonsis,Theodore
1434,2100,Real Estate,Lin Chang Su-O,82,Taiwan,Taipei,Real estate,FALSE,F,Lin,Chang Su-O
1434,2100,Manufacturing,Liu Chengyu & family,60,China,Shenzhen,Power supply equipment,TRUE,M,Liu,Chengyu
1434,2100,Fashion & Retail,Sergey Lomakin,49,Cyprus,Paphos,Retail,TRUE,M,Lomakin,Sergey
1434,2100,Food & Beverage,Daniel Lubetzky,54,United States,New York,Snack bars,TRUE,M,Lubetzky,Daniel
1434,2100,Technology,Melissa Ma,0,China,Beijing,Internet search,TRUE,F,Ma,Melissa
1434,2100,Diversified,Anand Mahindra,67,India,Mumbai,Diversified,FALSE,M,Mahindra,Anand
1434,2100,Fashion & Retail,Rafique Malik,72,India,Mumbai,Footwear,FALSE,M,Malik,Rafique
1434,2100,Diversified,Katarina Martinson,41,Sweden,Stockholm,Investments,FALSE,F,Martinson,Katarina
1434,2100,Healthcare,Kiran Mazumdar-Shaw,70,India,Bangalore,Biopharmaceuticals,TRUE,F,Mazumdar-Shaw,Kiran
1434,2100,Automotive,Nirmal Minda,65,India,Gurgaon,Auto parts,FALSE,M,Minda,Nirmal
1434,2100,Technology,Mu Rongjun,43,China,Beijing,E-commerce,TRUE,M,Mu,Rongjun
1434,2100,Manufacturing,Eugene Murtagh,80,Ireland,Kingscourt,Building materials,TRUE,M,Murtagh,Eugene
1434,2100,Finance & Investments,Alexander Nesis,60,Russia,Moscow,"Metals, banking, fertilizers",TRUE,M,Nesis,Alexander
1434,2100,Manufacturing,Zugen Ni,66,China,Suzhou,Appliances,TRUE,M,Ni,Zugen
1434,2100,Construction & Engineering,Florentino Perez,76,Spain,Madrid,Construction,TRUE,M,Perez,Florentino
1434,2100,Metals & Mining,Victor Pinchuk,62,Ukraine,Kiev,"Steel pipes, diversified",TRUE,M,Pinchuk,Victor
1434,2100,Technology,Leonid Radvinsky,40,United States,Blank,E-commerce,TRUE,M,Radvinsky,Leonid
1434,2100,Technology,Raveendran Byju,41,India,Bangalore,Education technology,TRUE,M,Raveendran,Byju
1434,2100,Construction & Engineering,P.P. Reddy,65,India,Hyderabad,Infrastructure,TRUE,M,Reddy,P.P.
1434,2100,Fashion & Retail,Richard Saghian,41,United States,Los Angeles,Fast fashion,TRUE,M,Saghian,Richard
1434,2100,Healthcare,Shi Yifeng,49,China,Beijing,Medical cosmetics,TRUE,M,Shi,Yifeng
1434,2100,Finance & Investments,Thaksin Shinawatra,73,United Arab Emirates,Dubai,Investments,TRUE,M,Shinawatra,Thaksin
1434,2100,Food & Beverage,Shu Ping,53,Singapore,Singapore,Restaurants,TRUE,F,Shu,Ping
1434,2100,Healthcare,Timothy Springer,75,United States,Chestnut Hill,Biotech,TRUE,M,Springer,Timothy
1434,2100,Automotive,Venu Srinivasan,70,India,Chennai,Two-wheelers,FALSE,M,Srinivasan,Venu
1434,2100,Fashion & Retail,Edward Stack,68,United States,Sewickley,Dick's Sporting Goods,TRUE,M,Stack,Edward
1434,2100,Food & Beverage,Sun Mengquan & family,73,China,Yantai,Edible oil,TRUE,M,Sun,Mengquan
1434,2100,Finance & Investments,Alexander Svetakov,55,Russia,Moscow,Real estate,TRUE,M,Svetakov,Alexander
1434,2100,Fashion & Retail,Torsten Toeller,56,Germany,Krefeld,Pet food,TRUE,M,Toeller,Torsten
1434,2100,Food & Beverage,Barbara Tyson,74,United States,Fayetteville,Food processing,FALSE,F,Tyson,Barbara
1434,2100,Food & Beverage,Hamdi Ulukaya,50,United States,Norwich,Greek yogurt,TRUE,M,Ulukaya,Hamdi
1434,2100,Construction & Engineering,Wang Linpeng,54,China,Beijing,Furniture retailing,TRUE,M,Wang,Linpeng
1434,2100,Food & Beverage,Wei Ing-Chou,69,China,Tianjin,"Food, beverages",TRUE,M,Wei,Ing-Chou
1434,2100,Food & Beverage,Wei Yin-Chun,66,Taiwan,Taipei,"Food, beverages",TRUE,M,Wei,Yin-Chun
1434,2100,Food & Beverage,Wei Yin-Heng,64,China,Shanghai,"Food, beverages",TRUE,M,Wei,Yin-Heng
1434,2100,Food & Beverage,Wei Ying-Chiao,68,Taiwan,Taipei,"Food, beverages",TRUE,M,Wei,Ying-Chiao
1434,2100,Gambling & Casinos,Elaine Wynn,80,United States,Las Vegas,"Casinos, hotels",TRUE,F,Wynn,Elaine
1434,2100,Automotive,Xu Xudong & family,53,China,Ningbo,Auto parts,TRUE,M,Xu,Xudong
1434,2100,Fashion & Retail,Michael Ying,73,Hong Kong,Hong Kong,Retail,TRUE,M,Ying,Michael
1434,2100,Manufacturing,Yu Qibing & family,57,China,Ningbo,Glass,TRUE,M,Yu,Qibing
1434,2100,Manufacturing,Yuan Fugen & family,72,China,Suzhou,Metal processing,TRUE,M,Yuan,Fugen
1434,2100,Manufacturing,Zhang Ning & family,49,China,Shanghai,Chemicals,TRUE,F,Zhang,Ning
1434,2100,Healthcare,Zhao Tao,57,China,Xi'an,Pharmaceuticals,FALSE,M,Zhao,Tao
1516,2000,Construction & Engineering,Anu Aga,80,India,Pune,Engineering,FALSE,F,Aga,Anu
1516,2000,Fashion & Retail,Mohamed Al Fayed,94,United Kingdom,London,"Retail, investments",TRUE,M,Al Fayed,Mohamed
1516,2000,Technology,Andrey Andreev,49,United Kingdom,London,Online dating,TRUE,M,Andreev,Andrey
1516,2000,Finance & Investments,Michael Ashcroft,77,Turks and Caicos Islands,Turks and Caicos Islands,Security,TRUE,M,Ashcroft,Michael
1516,2000,Technology,Pavel Baudis,62,Czech Republic,Prague,Software,TRUE,M,Baudis,Pavel
1516,2000,Healthcare,Wilhelm Beier & family,66,Germany,Blank,Pharmaceuticals,TRUE,M,Beier,Wilhelm
1516,2000,Manufacturing,Cao Jianwei,44,China,Shangyu,Semiconductors,TRUE,M,Cao,Jianwei
1516,2000,Manufacturing,Huwen Chen,52,China,Shanghai,Stationery,TRUE,M,Chen,Huwen
1516,2000,Diversified,Phongthep Chiaravanont,71,Thailand,Bangkok,Diversified,FALSE,M,Chiaravanont,Phongthep
1516,2000,Diversified,Dou Zhenggang,69,China,Hangzhou,"Energy, chemicals",TRUE,M,Dou,Zhenggang
1516,2000,Food & Beverage,Maria Franca Fissolo,88,Monaco,Monaco,"Nutella, chocolates",FALSE,F,Fissolo,Maria Franca
1516,2000,Diversified,William Franke,85,United States,Houston,Low-cost airlines,TRUE,M,Franke,William
1516,2000,Healthcare,Mario Germano Giuliani,51,Monaco,Monaco,Pharmaceuticals,FALSE,M,Giuliani,Mario Germano
1516,2000,Real Estate,Amy Goldman Fowler,68,United States,Rhinebeck,Real estate,FALSE,F,Goldman Fowler,Amy
1516,2000,Metals & Mining,John Hancock,47,United Kingdom,London,Mining,FALSE,M,Hancock,John
1516,2000,Technology,Hu Yangzhong,58,China,Hangzhou,Technology,TRUE,M,Hu,Yangzhong
1516,2000,Manufacturing,Huang Dawen,62,Hong Kong,Hong Kong,Silicon,TRUE,M,Huang,Dawen
1516,2000,Media & Entertainment,Huang Qiaoling,64,China,Hangzhou,Amusement parks,TRUE,M,Huang,Qiaoling
1516,2000,Finance & Investments,Rajiv Jain,55,United States,Fort Lauderdale,Finance,TRUE,M,Jain,Rajiv
1516,2000,Sports,Michael Jordan,60,United States,Jupiter,"Charlotte Hornets, endorsements",TRUE,M,Jordan,Michael
1516,2000,Real Estate,Diane Kemper,77,United States,New York,Real estate,FALSE,F,Kemper,Diane
1516,2000,Technology,Shlomo Kramer,57,Israel,Tel Aviv,"Software, investments",TRUE,M,Kramer,Shlomo
1516,2000,Healthcare,Heikki Kyostila,77,Finland,Helsinki,Dental products,TRUE,M,Kyostila,Heikki
1516,2000,Technology,Martin Lau,50,Hong Kong,Hong Kong,E-commerce,TRUE,M,Lau,Martin
1516,2000,Technology,Li Min,57,China,Fuzhou,Semiconductor,TRUE,M,Li,Min
1516,2000,Technology,Liang Rubo,40,China,Beijing,TikTok,TRUE,M,Liang,Rubo
1516,2000,Manufacturing,Liang Zhaoxian,58,China,Foshan,Appliances,FALSE,M,Liang,Zhaoxian
1516,2000,Energy,Lin Fanlian,61,China,Linyi,"Energy, real estate",TRUE,M,Lin,Fanlian
1516,2000,Manufacturing,Aloke Lohia,64,Thailand,Bangkok,Petrochemicals,FALSE,M,Lohia,Aloke
1516,2000,Real Estate,Bill Malhotra,73,Canada,Ottawa,Real estate,TRUE,M,Malhotra,Bill
1516,2000,Finance & Investments,Alexander Mamut,63,Israel,Tel Aviv,Investments,TRUE,M,Mamut,Alexander
1516,2000,Telecom,Craig McCaw,73,United States,Hunts Point,Telecom,FALSE,M,McCaw,Craig
1516,2000,Manufacturing,Cunhui Nan,59,China,Wenzhou,Power equipment,TRUE,M,Nan,Cunhui
1516,2000,Service,Tengyun Nie & family,47,China,Shanghai,Logistics,TRUE,M,Nie,Tengyun
1516,2000,Finance & Investments,Oei Hong Leong,75,Singapore,Singapore,Investments,FALSE,M,Oei,Hong Leong
1516,2000,Metals & Mining,Clive Palmer,69,Australia,Brisbane,Mining,TRUE,M,Palmer,Clive
1516,2000,Technology,Matthew Prince,48,United States,Park City,Cybersecurity,TRUE,M,Prince,Matthew
1516,2000,Service,Linda Pritzker,69,United States,Missoula,"Hotels, investments",FALSE,F,Pritzker,Linda
1516,2000,Construction & Engineering,P.V. Krishna Reddy,53,India,Hyderabad,Infrastructure,TRUE,M,Reddy,P.V. Krishna
1516,2000,Metals & Mining,Bianca Rinehart,46,Australia,Brisbane,Mining,FALSE,F,Rinehart,Bianca
1516,2000,Metals & Mining,Ginia Rinehart,36,Australia,Sydney,Mining,FALSE,F,Rinehart,Ginia
1516,2000,Finance & Investments,T. Denny Sanford,87,United States,Sioux Falls,"Banking, credit cards",TRUE,M,Sanford,T. Denny
1516,2000,Manufacturing,Bhadresh Shah,71,India,Ahmedabad,Engineering,TRUE,M,Shah,Bhadresh
1516,2000,Media & Entertainment,Zygmunt Solorz-Zak,66,Poland,Warsaw,TV broadcasting,TRUE,M,Solorz-Zak,Zygmunt
1516,2000,Manufacturing,Michal Strnad,30,Blank,Blank,Defense Contracting,FALSE,M,Strnad ,Michal
1516,2000,Fashion & Retail,Sylvia Stroeher,67,Germany,Darmstadt,Cosmetics,FALSE,F,Stroeher,Sylvia
1516,2000,Technology,Otto Toto Sugiri,69,Indonesia,Jakarta,Data centers,TRUE,M,Sugiri,Otto Toto
1516,2000,Sports,Larry Tanenbaum,77,Canada,Toronto,Sports,TRUE,M,Tanenbaum,Larry
1516,2000,Finance & Investments,Wichai Thongtang,76,Thailand,Bangkok,Investments,TRUE,M,Thongtang,Wichai
1516,2000,Finance & Investments,Ion Tiriac,83,Romania,Bucharest,"Banking, insurance",TRUE,M,Tiriac,Ion
1516,2000,Metals & Mining,Hope Welker,37,United States,New York,Mining,FALSE,F,Welker,Hope
1516,2000,Manufacturing,William Young,82,United States,Ypsilanti,Plastics,TRUE,M,Young,William
1516,2000,Fashion & Retail,Ales Zavoral,46,Blank,Blank,E-commerce,TRUE,M,Zavoral,Ales
1516,2000,Technology,Zhang Fan,57,China,Shenzhen,Touch screens,TRUE,M,Zhang,Fan
1516,2000,Technology,Shilong Zhang & family,57,China,Beijing,Semiconductor,TRUE,M,Zhang,Shilong
1516,2000,Manufacturing,Zhang Wanzhen,73,China,Chaozhou,Electronics components,TRUE,M,Zhang,Wanzhen
1516,2000,Technology,Hongfei Zhao,48,China,Beijing,Software,TRUE,M,Zhao,Hongfei
1516,2000,Energy,Zhou Jian,46,China,Shenzhen,Solar energy equipment,TRUE,M,Zhou,Jian
1516,2000,Healthcare,Zhu Yiwen & family,59,China,Shanghai,Healthcare,TRUE,M,Zhu,Yiwen
1575,1900,Diversified,Roberto Angelini Rossi,74,Chile,Santiago,"Forestry, mining",FALSE,M,Angelini Rossi,Roberto
1575,1900,Energy,Mika Anttonen,56,Finland,Helsinki,Oil & gas,TRUE,M,Anttonen,Mika
1575,1900,Sports,David Blitzer,53,United States,New York,Sports,TRUE,M,Blitzer,David
1575,1900,Finance & Investments,Julio Bozano,87,Brazil,Rio de Janeiro,Banking,TRUE,M,Bozano,Julio
1575,1900,Energy,Nikolai Buinov,55,Russia,Irkutsk,"Oil, gas",TRUE,M,Buinov,Nikolai
1575,1900,Fashion & Retail,Nicola Bulgari,82,Italy,Rome,Luxury goods,FALSE,M,Bulgari,Nicola
1575,1900,Fashion & Retail,"Howard Butt, III. & family",71,United States,San Antonio,Supermarkets,FALSE,M,Butt,Howard
1575,1900,Fashion & Retail,Stephen Butt & family,67,Blank,Blank,Supermarkets,FALSE,M,Butt,Stephen
1575,1900,Fashion & Retail,Jianxing Che,56,China,Shanghai,Furniture retailing,TRUE,M,Che,Jianxing
1575,1900,Manufacturing,Huxiong Chen,52,China,Shanghai,Stationery,TRUE,M,Chen,Huxiong
1575,1900,Energy,Chen Qiongxiang,0,China,Ningde,Batteries,TRUE,F,Chen,Qiongxiang
1575,1900,Technology,Chen Zhisong,57,China,Xiamen,Communication equipment,TRUE,M,Chen,Zhisong
1575,1900,Diversified,Manas Chiaravanond,0,Thailand,Bangkok,Diversified,FALSE,M,Chiaravanond,Manas
1575,1900,Diversified,Prathip Chiravanond,74,Thailand,Bangkok,Diversified,FALSE,M,Chiravanond,Prathip
1575,1900,Food & Beverage,Alexandra Daitch,60,United States,Old Lyme,Cargill,FALSE,F,Daitch,Alexandra
1575,1900,Food & Beverage,Sol Daurella,57,Spain,Madrid,Coca-Cola bottler,FALSE,F,Daurella,Sol
1575,1900,Sports,Mark Davis,67,United States,Henderson,Las Vegas Raiders,FALSE,M,Davis,Mark
1575,1900,Finance & Investments,James Dinan,63,United States,North Salem,Hedge funds,TRUE,M,Dinan,James
1575,1900,Healthcare,Dong Fan,53,China,Zhuhai,Medical devices,TRUE,M,Dong,Fan
1575,1900,Automotive,Fritz Draexlmaier,0,Germany,Landshut,Auto parts,FALSE,M,Draexlmaier,Fritz
1575,1900,Diversified,Bulent Eczacibasi,73,Turkey,Istanbul,"Pharmaceuticals, diversified",FALSE,M,Eczacibasi,Bulent
1575,1900,Diversified,Faruk Eczacibasi,68,Turkey,Istanbul,"Pharmaceuticals, diversified",FALSE,M,Eczacibasi,Faruk
1575,1900,Diversified,Eduardo Eurnekian,90,Argentina,Buenos Aires,"Airports, investments",TRUE,M,Eurnekian,Eduardo
1575,1900,Real Estate,David Fong,65,Hong Kong,Hong Kong,Real estate,FALSE,M,Fong,David
1575,1900,Fashion & Retail,Guo Zhenyu & family,59,China,Kunming,Cosmetics,TRUE,M,Guo,Zhenyu
1575,1900,Manufacturing,Surjit Kumar Gupta,81,India,Delhi,Electrical equipment,FALSE,M,Gupta,Surjit Kumar
1575,1900,Diversified,Caroline Hagen Kjos,39,Switzerland,Wollerau,Conglomerate,FALSE,F,Hagen Kjos,Caroline
1575,1900,Finance & Investments,Roberto Hernandez Ramirez,81,Mexico,Mexico City,"Banking, investments",TRUE,M,Hernandez Ramirez,Roberto
1575,1900,Technology,Reid Hoffman,55,United States,Palo Alto,LinkedIn,TRUE,M,Hoffman,Reid
1575,1900,Manufacturing,Hu Rongda & family,64,China,Jinhua,Chemicals,TRUE,M,Hu,Rongda
1575,1900,Real Estate,"B. Wayne Hughes, Jr.",63,United States,Jackson,Storage facilities,FALSE,M,Hughes,B. Wayne
1575,1900,Real Estate,Hui Wing Mau,72,Hong Kong,Hong Kong,Real estate,TRUE,M,Hui,Wing Mau
1575,1900,Finance & Investments,Scott Kapnick,64,United States,Naples,Private equity,TRUE,M,Kapnick,Scott
1575,1900,Finance & Investments,Richard Kayne,77,United States,Santa Monica,Investments,TRUE,M,Kayne,Richard
1575,1900,Finance & Investments,Dominika Kulczyk,45,United Kingdom,London,Diversified,FALSE,F,Kulczyk,Dominika
1575,1900,Finance & Investments,Edward Lampert,60,United States,Miami Beach,Sears,TRUE,M,Lampert,Edward
1575,1900,Diversified,Somsri Lamsam,0,Thailand,Bangkok,Diversified,FALSE,M,Lamsam,Somsri
1575,1900,Food & Beverage,James Leprino,85,United States,Indian Hills,Cheese,FALSE,M,Leprino,James
1575,1900,Real Estate,David Lichtenstein,61,United States,Monsey,Real estate,TRUE,M,Lichtenstein,David
1575,1900,Real Estate,Lin Dingqiang & family,56,China,Beijing,Real estate,TRUE,M,Lin,Dingqiang
1575,1900,Food & Beverage,Sarah MacMillan,69,United States,Los Angeles,Cargill,FALSE,F,MacMillan,Sarah
1575,1900,Telecom,Strive Masiyiwa,62,United Kingdom,London,Telecom,TRUE,M,Masiyiwa,Strive
1575,1900,Fashion & Retail,Robert Miller,89,Hong Kong,Hong Kong,Retail,TRUE,M,Miller,Robert
1575,1900,Technology,Simon Nixon,55,United Kingdom,"St. Brelade, Jersey",Price comparison website,TRUE,M,Nixon,Simon
1575,1900,Food & Beverage,Kentaro Ogawa,74,Japan,Tokyo,Restaurants,TRUE,M,Ogawa,Kentaro
1575,1900,Manufacturing,Ajay Parekh,65,India,Mumbai,Adhesives,FALSE,M,Parekh,Ajay
1575,1900,Manufacturing,Narendrakumar Parekh,84,India,Mumbai,Adhesives,FALSE,M,Parekh,Narendrakumar
1575,1900,Finance & Investments,Jennifer Pritzker,72,United States,Chicago,"Hotels, investments",FALSE,F,Pritzker,Jennifer
1575,1900,Fashion & Retail,G. Rajendran,80,India,Chennai,Jewellery,TRUE,M,Rajendran,G.
1575,1900,Manufacturing,Ren Jianhua,66,China,Hangzhou,Kitchen appliances,TRUE,M,Ren,Jianhua
1575,1900,Finance & Investments,Larry Robbins,53,United States,Alpine,Hedge funds,TRUE,M,Robbins,Larry
1575,1900,Construction & Engineering,Dwight Schar,81,United States,Palm Beach,"Homebuilding, NFL team",TRUE,M,Schar,Dwight
1575,1900,Energy,Shao Jianxiong,0,China,Hangzhou,Photovoltaics,TRUE,M,Shao,Jianxiong
1575,1900,Manufacturing,Qinxiang Shao,68,China,Hangzhou,Diversified,TRUE,M,Shao,Qinxiang
1575,1900,Technology,Hua Shen,60,China,Jiaxing,Semiconductors,TRUE,M,Shen,Hua
1575,1900,Manufacturing,Shi Wen-long,95,Taiwan,Tainan,Plastics,TRUE,M,Shi,Wen-long
1575,1900,Finance & Investments,Peter Sondakh,73,Indonesia,Surabaya,Investments,TRUE,M,Sondakh,Peter
1575,1900,Food & Beverage,Lucy Stitzer,63,United States,Greenwich,Cargill,FALSE,F,Stitzer,Lucy
1575,1900,Diversified,Elizabeth Sy,70,Philippines,Manila,Diversified,FALSE,F,Sy,Elizabeth
1575,1900,Manufacturing,Hermanto Tanoko,60,Indonesia,Surabaya,Paints,FALSE,M,Tanoko,Hermanto
1575,1900,Construction & Engineering,Mehmet Sinan Tara,64,Turkey,Istanbul,Construction,FALSE,M,Tara,Mehmet Sinan
1575,1900,Fashion & Retail,Masateru Uno & family,76,Japan,Fukuoka,Drugstores,TRUE,M,Uno,Masateru
1575,1900,Energy,Vardis Vardinoyannis & family,90,Greece,Athens,Oil and gas,TRUE,M,Vardinoyannis & family,Vardis
1575,1900,Real Estate,Jitendra Virwani,57,India,Bangalore,Real estate,FALSE,M,Virwani,Jitendra
1575,1900,Real Estate,Wang Chaobin,67,China,Zhengzhou,Real estate,TRUE,M,Wang,Chaobin
1575,1900,Fashion & Retail,Wang Ren-sheng,91,China,Zhengzhou,Retail,TRUE,M,Wang,Ren-sheng
1575,1900,Food & Beverage,Charlotte Colket Weber,80,United States,Hobe Sound,Campbell Soup,FALSE,F,Weber,Charlotte Colket
1575,1900,Healthcare,Xie Juhua & family,72,China,Nanjing,Pharmaceuticals,FALSE,F,Xie,Juhua
1575,1900,Manufacturing,Chuanhua Xu & family,88,China,Hangzhou,"Chemicals, logistics",TRUE,M,Xu,Chuanhua
1575,1900,Finance & Investments,Gavril Yushvaev & family,65,Israel,Blank,"Precious metals, real estate",TRUE,M,Yushvaev,Gavril
1575,1900,Diversified,Zhang Hongwei,68,China,Beijing,"Oil, banking",TRUE,M,Zhang,Hongwei
1575,1900,Manufacturing,Anita Zucker,71,United States,Charleston,Chemicals,FALSE,F,Zucker,Anita
1647,1800,Technology,Cameron Adams,43,Australia,Sydney,Software,TRUE,M,Adams,Cameron
1647,1800,Fashion & Retail,Will Adderley,51,United Kingdom,Blank,Home furnishings,FALSE,M,Adderley,Will
1647,1800,Diversified,Faisal Bin Qassim Al Thani,75,Qatar,Doha,"Hotels, diversified",TRUE,M,Al Thani,Faisal Bin Qassim
1647,1800,Sports,Leslie Alexander,79,United States,Houston,Sports team,TRUE,M,Alexander,Leslie
1647,1800,Real Estate,Masaaki Arai,57,Japan,Tokyo,Home sales,TRUE,M,Arai,Masaaki
1647,1800,Fashion & Retail,Sabrina Benetton,49,Italy,Treviso,"Fashion retail, investments",FALSE,F,Benetton,Sabrina
1647,1800,Technology,Sanjeev Bikhchandani,59,India,Delhi,Internet,TRUE,M,Bikhchandani,Sanjeev
1647,1800,Finance & Investments,O. Francis Biondi,58,United States,New York,Hedge funds,TRUE,M,Biondi,O. Francis
1647,1800,Energy,Alejandro Bulgheroni,78,Uruguay,Manantiales,Oil & gas,FALSE,M,Bulgheroni,Alejandro
1647,1800,Food & Beverage,R.G. Chandramogan,74,India,Chennai,Dairy,TRUE,M,Chandramogan,R.G.
1647,1800,Diversified,Binod Chaudhary,67,Nepal,Kathmandu,Diversified,FALSE,M,Chaudhary,Binod
1647,1800,Technology,Parker Conrad,42,United States,San Francisco,Software,TRUE,M,Conrad,Parker
1647,1800,Technology,Tim Cook,62,United States,Cupertino,Apple,TRUE,M,Cook,Tim
1647,1800,Finance & Investments,Mark Coombs,62,United Kingdom,London,Finance,TRUE,M,Coombs,Mark
1647,1800,Media & Entertainment,John de Mol,68,Netherlands,Blaricum,TV programs,TRUE,M,de Mol,John
1647,1800,Construction & Engineering,D. Leopoldo Del Pino,60,Spain,Madrid,Construction,FALSE,M,Del Pino,D. Leopoldo
1647,1800,Technology,Diao Zhizhong,59,China,Beijing,Software,TRUE,M,Diao,Zhizhong
1647,1800,Healthcare,Robert Duggan,78,United States,Clearwater,Pharmaceuticals,TRUE,M,Duggan,Robert
1647,1800,Sports,James France,78,United States,Daytona Beach,"Nascar, racing",FALSE,M,France,James
1647,1800,Healthcare,Phillip Frost,86,United States,Miami Beach,Pharmaceuticals,TRUE,M,Frost,Phillip
1647,1800,Finance & Investments,Jayme Garfinkel & family,77,Brazil,Sao Paulo,Insurance,FALSE,M,Garfinkel,Jayme
1647,1800,Food & Beverage,Christopher Goldsbury,80,United States,San Antonio,Salsa,FALSE,M,Goldsbury,Christopher
1647,1800,Healthcare,Yusuf Hamied,86,India,Mumbai,Pharmaceuticals,FALSE,M,Hamied,Yusuf
